Cboe Volume and Put/Call Ratio data is provided for informational purposes only. The volume data reflected below may be based upon preliminary reported volume rather than cleared volume. Cboe makes no guarantee as to the accuracy of the data. Your use of Cboe Volume and Put/Call Ratio data is subject to the�Terms and Conditions�of the Cboe Websites.,,,,
Date,SPX Put/Call Ratio,SPX Put Volume,SPX Call Volume,Total SPX Options Volume
08/21/2015,3.42,2312576,676857,2989433
08/24/2015,3.77,1978736,524873,2503609
08/25/2015,2.39,1439911,602432,2042343
08/26/2015,2.52,1447340,574290,2021630
08/27/2015,2.2,1224279,557050,1781329
08/28/2015,2.13,868791,408681,1277472
08/31/2015,2.39,821145,343518,1164663
09/01/2015,2.53,1037798,409810,1447608
09/02/2015,2.48,725235,292644,1017879
09/03/2015,1.73,690016,398871,1088887
09/04/2015,2.87,988928,345173,1334101
09/08/2015,1.83,657876,359283,1017159
09/09/2015,1.95,613649,315279,928928
09/10/2015,1.76,705566,401398,1106964
09/11/2015,1.95,834139,428075,1262214
09/14/2015,1.61,458985,285581,744566
09/15/2015,1.45,644680,443678,1088358
09/16/2015,1.98,929029,469562,1398591
09/17/2015,1.48,742649,502115,1244764
09/18/2015,1.83,835855,456010,1291865
09/21/2015,1.99,638901,320579,959480
09/22/2015,1.65,687226,416893,1104119
09/23/2015,1.51,599624,396198,995822
09/24/2015,1.57,631425,402826,1034251
09/25/2015,2.08,783200,377298,1160498
09/28/2015,2.04,896283,439711,1335994
09/29/2015,1.87,679901,362800,1042701
09/30/2015,1.52,600729,393959,994688
10/01/2015,1.58,562686,356365,919051
10/02/2015,1.97,797636,403973,1201609
10/05/2015,1.52,738076,484312,1222388
10/06/2015,1.77,624544,353493,978037
10/07/2015,1.65,714718,431899,1146617
10/08/2015,1.36,671585,492709,1164294
10/09/2015,1.21,725735,599142,1324877
10/12/2015,1.96,418624,214090,632714
10/13/2015,1.53,582410,380149,962559
10/14/2015,1.74,703043,404598,1107641
10/15/2015,1.73,726176,419233,1145409
10/16/2015,2.11,600970,284694,885664
10/19/2015,1.55,516859,333994,850853
10/20/2015,1.72,530750,309093,839843
10/21/2015,1.98,654047,331005,985052
10/22/2015,1.25,703100,563859,1266959
10/23/2015,1.1,940953,858823,1799776
10/26/2015,1.43,362508,252878,615386
10/27/2015,1.88,516973,274749,791722
10/28/2015,1.24,590787,475526,1066313
10/29/2015,1.19,802555,672738,1475293
10/30/2015,1.95,788904,404369,1193273
11/02/2015,1.54,485346,315874,801220
11/03/2015,1.21,698795,577052,1275847
11/04/2015,1.53,515845,337604,853449
11/05/2015,2.17,624796,287551,912347
11/06/2015,1.85,880196,476336,1356532
11/09/2015,2.53,830990,328662,1159652
11/10/2015,1.41,350817,248633,599450
11/11/2015,2.15,384772,178899,563671
11/12/2015,2.2,821698,373976,1195674
11/13/2015,2.15,1222187,567649,1789836
11/16/2015,1.8,745756,415416,1161172
11/17/2015,1.88,596520,317771,914291
11/18/2015,2.21,923117,418173,1341290
11/19/2015,1.48,577087,389774,966861
11/20/2015,2.11,682116,323574,1005690
11/23/2015,2.68,550844,205706,756550
11/24/2015,2.44,596111,243825,839936
11/25/2015,2.28,524840,230078,754918
11/27/2015,2.13,438313,205494,643807
11/30/2015,2.62,689134,262634,951768
12/01/2015,2.18,561897,257973,819870
12/02/2015,1.78,696404,391935,1088339
12/03/2015,2.06,929023,450050,1379073
12/04/2015,1.66,815896,492348,1308244
12/07/2015,2.03,477851,234893,712744
12/08/2015,1.38,388801,282197,670998
12/09/2015,1.7,672858,396764,1069622
12/10/2015,1.98,668619,337794,1006413
12/11/2015,2.11,1154944,547025,1701969
12/14/2015,2.59,972931,375229,1348160
12/15/2015,1.77,696706,393204,1089910
12/16/2015,1.63,801324,492214,1293538
12/17/2015,1.64,790497,480548,1271045
12/18/2015,2.14,787530,368403,1155933
12/21/2015,1.88,523963,278346,802309
12/22/2015,2.03,584328,287400,871728
12/23/2015,1.64,629289,382719,1012008
12/24/2015,1.92,303930,158106,462036
12/28/2015,1.85,307101,165773,472874
12/29/2015,1.74,466358,268121,734479
12/30/2015,2.39,454520,190177,644697
12/31/2015,1.97,625693,318189,943882
01/04/2016,1.78,835105,469456,1304561
01/05/2016,2.04,584610,286672,871282
01/06/2016,1.87,724616,387728,1112344
01/07/2016,2.24,1180915,527000,1707915
01/08/2016,2.22,1075158,485110,1560268
01/11/2016,2.61,1089364,417192,1506556
01/12/2016,1.7,693482,407329,1100811
01/13/2016,2.11,886075,420682,1306757
01/14/2016,1.8,1118806,622818,1741624
01/15/2016,2.28,1107532,484893,1592425
01/19/2016,1.94,661648,341177,1002825
01/20/2016,2.39,1669037,696907,2365944
01/21/2016,1.61,920626,571093,1491719
01/22/2016,1.65,767356,466231,1233587
01/25/2016,1.6,501222,312800,814022
01/26/2016,1.22,447852,367919,815771
01/27/2016,1.53,528866,345991,874857
01/28/2016,1.84,515637,280918,796555
01/29/2016,1.47,881355,599208,1480563
02/01/2016,1.72,571148,331810,902958
02/02/2016,1.73,563898,325791,889689
02/03/2016,1.7,704897,414043,1118940
02/04/2016,2.21,593813,268927,862740
02/05/2016,1.79,797204,444857,1242061
02/08/2016,1.89,898356,474557,1372913
02/09/2016,1.99,680921,341790,1022711
02/10/2016,1.84,614631,334503,949134
02/11/2016,1.93,903969,467733,1371702
02/12/2016,1.91,898249,470100,1368349
02/16/2016,1.91,731364,382572,1113936
02/17/2016,1.9,1077143,566865,1644008
02/18/2016,1.72,785986,456657,1242643
02/19/2016,2.12,758179,357427,1115606
02/22/2016,1.76,732131,416528,1148659
02/23/2016,2.52,643698,255670,899368
02/24/2016,1.87,655794,350802,1006596
02/25/2016,1.79,585706,327326,913032
02/26/2016,1.55,735972,474193,1210165
02/29/2016,1.84,652667,354876,1007543
03/01/2016,1.25,709951,567921,1277872
03/02/2016,1.79,698228,390087,1088315
03/03/2016,1.25,688729,549088,1237817
03/04/2016,1.19,810738,678829,1489567
03/07/2016,1.77,477861,269380,747241
03/08/2016,1.79,566910,317573,884483
03/09/2016,1.5,566937,378964,945901
03/10/2016,1.75,687714,393681,1081395
03/11/2016,1.2,784866,653788,1438654
03/14/2016,1.5,471223,314004,785227
03/15/2016,1.33,512882,385706,898588
03/16/2016,1.54,801723,520404,1322127
03/17/2016,1.06,837080,789924,1627004
03/18/2016,1.33,712080,533931,1246011
03/21/2016,1.54,497790,323121,820911
03/22/2016,1.56,510229,326317,836546
03/23/2016,1.42,564915,398280,963195
03/24/2016,1.85,712949,384487,1097436
03/28/2016,1.66,385512,232832,618344
03/29/2016,1.46,486866,332503,819369
03/30/2016,1.11,809817,729378,1539195
03/31/2016,1.89,639176,338146,977322
04/01/2016,1.47,643106,438850,1081956
04/04/2016,1.42,450412,318252,768664
04/05/2016,1.71,462337,270930,733267
04/06/2016,1.78,488186,273590,761776
04/07/2016,1.56,568776,365374,934150
04/08/2016,1.9,583173,306277,889450
04/11/2016,1.65,442406,268837,711243
04/12/2016,1.43,439135,306927,746062
04/13/2016,1.05,591555,563531,1155086
04/14/2016,1.15,652522,566377,1218899
04/15/2016,1.78,614376,345668,960044
04/18/2016,1.93,464814,240951,705765
04/19/2016,1.21,609118,502711,1111829
04/20/2016,1.61,951057,590368,1541425
04/21/2016,1.6,610078,381638,991716
04/22/2016,2.06,671934,326076,998010
04/25/2016,1.49,372711,250564,623275
04/26/2016,1.42,363178,255393,618571
04/27/2016,1.52,485359,318662,804021
04/28/2016,1.52,552885,363649,916534
04/29/2016,1.65,884981,537897,1422878
05/02/2016,1.5,342324,227673,569997
05/03/2016,1.99,570835,286825,857660
05/04/2016,1.28,599377,467447,1066824
05/05/2016,2.01,564601,280431,845032
05/06/2016,1.72,819710,475669,1295379
05/09/2016,2.36,432894,183664,616558
05/10/2016,1.55,593815,383914,977729
05/11/2016,1.84,657576,356890,1014466
05/12/2016,1.97,556179,282524,838703
05/13/2016,2.08,719482,346463,1065945
05/16/2016,1.43,457099,319626,776725
05/17/2016,1.58,651355,412091,1063446
05/18/2016,1.61,770399,478260,1248659
05/19/2016,1.86,917745,493876,1411621
05/20/2016,1.5,662266,440569,1102835
05/23/2016,1.99,582556,293163,875719
05/24/2016,1.6,782438,490285,1272723
05/25/2016,1.21,699398,578386,1277784
05/26/2016,1.53,601891,393811,995702
05/27/2016,1.51,675694,446828,1122522
05/31/2016,1.7,771157,453232,1224389
06/01/2016,1.71,705686,413351,1119037
06/02/2016,1.48,532326,360359,892685
06/03/2016,1.29,755008,584524,1339532
06/06/2016,1.52,742674,489723,1232397
06/07/2016,1.24,741548,598463,1340011
06/08/2016,1.39,560169,402244,962413
06/09/2016,1.56,543939,348061,892000
06/10/2016,1.78,812123,455308,1267431
06/13/2016,2.01,782198,389241,1171439
06/14/2016,2.06,951893,462942,1414835
06/15/2016,2.32,962192,414174,1376366
06/16/2016,1.88,998495,529840,1528335
06/17/2016,1.92,891012,463144,1354156
06/20/2016,1.79,666496,373035,1039531
06/21/2016,2.09,780302,373217,1153519
06/22/2016,1.54,841106,546273,1387379
06/23/2016,1.81,815955,450992,1266947
06/24/2016,2.02,1453818,720750,2174568
06/27/2016,1.56,1317964,843796,2161760
06/28/2016,1.54,1030103,668173,1698276
06/29/2016,1.6,1197790,747298,1945088
06/30/2016,1.54,1253489,811693,2065182
07/01/2016,1.79,970321,541260,1511581
07/05/2016,2.2,745175,338910,1084085
07/06/2016,1.64,727611,442861,1170472
07/07/2016,1.44,692448,482490,1174938
07/08/2016,1.03,975363,943202,1918565
07/11/2016,0.98,815180,835478,1650658
07/12/2016,1.08,869858,808355,1678213
07/13/2016,1.23,650390,527134,1177524
07/14/2016,0.92,782196,846927,1629123
07/15/2016,1.57,740652,472181,1212833
07/18/2016,1.47,623780,423310,1047090
07/19/2016,1.58,492177,311167,803344
07/20/2016,1.18,863611,730049,1593660
07/21/2016,1.66,568146,342463,910609
07/22/2016,1.67,645516,386869,1032385
07/25/2016,1.37,509429,372164,881593
07/26/2016,1.42,405430,284899,690329
07/27/2016,1.38,529026,383963,912989
07/28/2016,1.42,712362,500676,1213038
07/29/2016,1.64,843575,513601,1357176
08/01/2016,1.84,571530,311366,882896
08/02/2016,1.59,592310,372001,964311
08/03/2016,2.05,479452,233905,713357
08/04/2016,1.69,475477,280945,756422
08/05/2016,1.47,904559,615767,1520326
08/08/2016,1.43,591667,413190,1004857
08/09/2016,1.59,510331,321186,831517
08/10/2016,1.5,568505,379127,947632
08/11/2016,1.57,529780,337239,867019
08/12/2016,1.38,581738,420507,1002245
08/15/2016,1.34,589156,440703,1029859
08/16/2016,1.56,644833,413138,1057971
08/17/2016,1.57,712116,454815,1166931
08/18/2016,1.5,565163,376927,942090
08/19/2016,1.83,711116,388457,1099573
08/22/2016,1.51,508590,335949,844539
08/23/2016,1.45,597497,411191,1008688
08/24/2016,1.53,744318,487994,1232312
08/25/2016,1.88,646075,344321,990396
08/26/2016,1.53,865412,565116,1430528
08/29/2016,1.45,592849,407752,1000601
08/30/2016,1.63,619229,379478,998707
08/31/2016,2.21,745257,337666,1082923
09/01/2016,2.08,689843,331340,1021183
09/02/2016,2.16,843061,390174,1233235
09/06/2016,1.45,700638,484858,1185496
09/07/2016,2.07,724475,350128,1074603
09/08/2016,1.88,682940,364143,1047083
09/09/2016,2.04,1436824,705554,2142378
09/12/2016,1.44,1191102,827291,2018393
09/13/2016,1.65,831481,505205,1336686
09/14/2016,1.51,840196,555329,1395525
09/15/2016,1.56,771292,494751,1266043
09/16/2016,1.63,901128,552775,1453903
09/19/2016,1.65,604994,365907,970901
09/20/2016,1.53,518987,340174,859161
09/21/2016,1.94,1026175,529095,1555270
09/22/2016,1.73,1041212,601856,1643068
09/23/2016,2.11,879662,416607,1296269
09/26/2016,1.78,712461,400177,1112638
09/27/2016,1.66,601373,361246,962619
09/28/2016,1.45,619819,426629,1046448
09/29/2016,1.8,881446,489364,1370810
09/30/2016,1.69,776345,458399,1234744
10/03/2016,1.97,606728,308035,914763
10/04/2016,1.62,641198,397002,1038200
10/05/2016,1.74,467048,267993,735041
10/06/2016,1.9,515209,271754,786963
10/07/2016,1.85,778738,421600,1200338
10/10/2016,1.67,609545,365785,975330
10/11/2016,1.64,887503,539881,1427384
10/12/2016,1.95,731054,375314,1106368
10/13/2016,1.55,765153,494623,1259776
10/14/2016,1.69,757288,447734,1205022
10/17/2016,1.65,567441,344373,911814
10/18/2016,1.48,684639,463394,1148033
10/19/2016,1.57,740025,470432,1210457
10/20/2016,1.46,661046,452834,1113880
10/21/2016,1.96,873516,445291,1318807
10/24/2016,2.22,586137,263491,849628
10/25/2016,2.03,528680,260628,789308
10/26/2016,1.43,561572,391786,953358
10/27/2016,1.48,626043,423775,1049818
10/28/2016,1.83,887234,484537,1371771
10/31/2016,1.81,613390,338203,951593
11/01/2016,1.95,902846,462656,1365502
11/02/2016,1.63,855849,524366,1380215
11/03/2016,1.87,992063,529812,1521875
11/04/2016,1.99,1205847,605009,1810856
11/07/2016,1.78,1022098,573939,1596037
11/08/2016,2.14,1097807,513038,1610845
11/09/2016,1.55,1416756,916089,2332845
11/10/2016,1.33,1070805,807937,1878742
11/11/2016,1.86,941099,505643,1446742
11/14/2016,1.24,832827,674252,1507079
11/15/2016,1.35,712244,528787,1241031
11/16/2016,1.18,813866,687627,1501493
11/17/2016,1.14,722037,634440,1356477
11/18/2016,1.43,778315,544344,1322659
11/21/2016,1.26,701045,556439,1257484
11/22/2016,1.49,759805,508661,1268466
11/23/2016,1.42,624906,440059,1064965
11/25/2016,1.1,564992,512045,1077037
11/28/2016,1.63,568415,348872,917287
11/29/2016,1.66,544942,328761,873703
11/30/2016,1.26,706061,558685,1264746
12/01/2016,1.46,560148,384851,944999
12/02/2016,1.26,615379,487803,1103182
12/05/2016,1.21,544941,450221,995162
12/06/2016,1.16,522861,451240,974101
12/07/2016,0.91,828439,906404,1734843
12/08/2016,0.89,872282,985257,1857539
12/09/2016,1.08,837914,772896,1610810
12/12/2016,1.22,691943,568428,1260371
12/13/2016,0.81,712087,876054,1588141
12/14/2016,1.29,824075,637351,1461426
12/15/2016,1.17,706439,605088,1311527
12/16/2016,1.4,837288,596013,1433301
12/19/2016,1.47,521521,355558,877079
12/20/2016,1.29,496777,384664,881441
12/21/2016,1.76,596307,338630,934937
12/22/2016,1.29,583304,452770,1036074
12/23/2016,1.54,343899,223107,567006
12/27/2016,1.23,315426,255860,571286
12/28/2016,1.49,545804,365477,911281
12/29/2016,1.62,485024,298819,783843
12/30/2016,1.34,668273,498199,1166472
01/03/2017,1.58,790217,499819,1290036
01/04/2017,1.18,571185,483221,1054406
01/05/2017,1.66,561945,338802,900747
01/06/2017,1.52,769739,506356,1276095
01/09/2017,1.84,557314,303553,860867
01/10/2017,1.8,544988,303557,848545
01/11/2017,1.59,641771,403926,1045697
01/12/2017,1.52,657592,433264,1090856
01/13/2017,1.54,689870,446726,1136596
01/17/2017,1.64,724254,442641,1166895
01/18/2017,1.76,906371,515944,1422315
01/19/2017,1.6,669047,418489,1087536
01/20/2017,2.12,769989,363664,1133653
01/23/2017,1.57,705962,448234,1154196
01/24/2017,1.09,455784,416936,872720
01/25/2017,0.97,783499,803629,1587128
01/26/2017,1.76,527907,299973,827880
01/27/2017,1.59,655498,412361,1067859
01/30/2017,1.88,793200,422380,1215580
01/31/2017,1.78,622363,349502,971865
02/01/2017,1.62,578767,357314,936081
02/02/2017,2.21,597905,270782,868687
02/03/2017,1.91,864317,451649,1315966
02/06/2017,1.61,726648,450758,1177406
02/07/2017,1.66,492228,296967,789195
02/08/2017,1.21,514984,427214,942198
02/09/2017,1.34,708354,530485,1238839
02/10/2017,1.21,784777,648102,1432879
02/13/2017,1.17,838882,717068,1555950
02/14/2017,1.16,760308,653789,1414097
02/15/2017,1.39,1096044,787866,1883910
02/16/2017,1.65,839062,508405,1347467
02/17/2017,1.76,746968,424123,1171091
02/21/2017,1.15,860151,750030,1610181
02/22/2017,1.47,721114,490045,1211159
02/23/2017,1.26,591525,468299,1059824
02/24/2017,1.7,838551,493194,1331745
02/27/2017,1.6,691643,431915,1123558
02/28/2017,1.54,689475,447109,1136584
03/01/2017,1.15,1135565,984174,2119739
03/02/2017,1.64,816700,498922,1315622
03/03/2017,1.56,803151,515639,1318790
03/06/2017,1.43,656246,457349,1113595
03/07/2017,1.69,517385,305657,823042
03/08/2017,1.62,670613,413545,1084158
03/09/2017,2.07,640775,309655,950430
03/10/2017,1.94,730841,376526,1107367
03/13/2017,1.49,672934,450550,1123484
03/14/2017,1.72,576660,334982,911642
03/15/2017,1.42,726611,511469,1238080
03/16/2017,1.51,739264,489645,1228909
03/17/2017,2.54,850790,335121,1185911
03/20/2017,2.04,674218,329934,1004152
03/21/2017,1.9,828695,435904,1264599
03/22/2017,1.99,1035252,521419,1556671
03/23/2017,1.65,683465,414400,1097865
03/24/2017,2.59,863169,333500,1196669
03/27/2017,1.71,795307,464509,1259816
03/28/2017,1.33,646323,484722,1131045
03/29/2017,1.81,550367,303919,854286
03/30/2017,1.78,653135,366658,1019793
03/31/2017,2,844246,422387,1266633
04/03/2017,2.07,641470,309924,951394
04/04/2017,1.65,410296,248046,658342
04/05/2017,1.65,798368,482408,1280776
04/06/2017,1.91,502592,262889,765481
04/07/2017,2.35,732558,311708,1044266
04/10/2017,1.93,547644,284243,831887
04/11/2017,1.57,658092,420166,1078258
04/12/2017,1.83,653665,357681,1011346
04/13/2017,1.8,925168,513630,1438798
04/17/2017,1.3,620227,475646,1095873
04/18/2017,1.27,530018,417759,947777
04/19/2017,1.7,831352,489094,1320446
04/20/2017,1.52,823181,540835,1364016
04/21/2017,2.52,840910,333883,1174793
04/24/2017,1.93,956085,496509,1452594
04/25/2017,1.22,921956,756596,1678552
04/26/2017,1.38,591856,427583,1019439
04/27/2017,2.04,591198,289112,880310
04/28/2017,1.74,697517,400445,1097962
05/01/2017,1.51,543681,359614,903295
05/02/2017,1.64,519349,317030,836379
05/03/2017,2.1,673798,320112,993910
05/04/2017,1.73,406642,234759,641401
05/05/2017,2.02,738679,366511,1105190
05/08/2017,1.82,687196,376690,1063886
05/09/2017,1.66,662680,399791,1062471
05/10/2017,1.95,565521,289826,855347
05/11/2017,1.55,621668,401830,1023498
05/12/2017,2.05,669447,326489,995936
05/15/2017,1.44,643874,446429,1090303
05/16/2017,1.79,571562,319079,890641
05/17/2017,2.29,1318933,575406,1894339
05/18/2017,1.75,1007917,574479,1582396
05/19/2017,1.93,765631,396639,1162270
05/22/2017,2,530843,265246,796089
05/23/2017,1.62,554356,343245,897601
05/24/2017,1.63,565214,346040,911254
05/25/2017,1.45,747805,517059,1264864
05/26/2017,2.05,560634,273431,834065
05/30/2017,2.23,594322,266633,860955
05/31/2017,1.68,620812,369972,990784
06/01/2017,1.48,767674,518456,1286130
06/02/2017,1.47,935461,635574,1571035
06/05/2017,1.42,525483,369889,895372
06/06/2017,1.62,472688,291304,763992
06/07/2017,2.45,656880,268508,925388
06/08/2017,1.49,482034,322668,804702
06/09/2017,1.61,927770,577394,1505164
06/12/2017,2.14,601824,281670,883494
06/13/2017,1.43,589379,412159,1001538
06/14/2017,1.67,769244,461037,1230281
06/15/2017,1.82,792780,434919,1227699
06/16/2017,2.17,730051,335872,1065923
06/19/2017,1.51,592875,392477,985352
06/20/2017,1.67,591122,354513,945635
06/21/2017,2.87,697844,242966,940810
06/22/2017,1.81,521606,288616,810222
06/23/2017,2.32,618025,266325,884350
06/26/2017,1.78,577721,324424,902145
06/27/2017,1.57,631259,403253,1034512
06/28/2017,2.07,597068,288488,885556
06/29/2017,2.27,865927,381261,1247188
06/30/2017,2.23,697457,313262,1010719
07/03/2017,2.16,359903,166842,526745
07/05/2017,2.1,589183,279904,869087
07/06/2017,1.8,709949,395409,1105358
07/07/2017,1.84,748335,406447,1154782
07/10/2017,1.7,656606,385623,1042229
07/11/2017,2.15,503242,234093,737335
07/12/2017,1.54,580139,376336,956475
07/13/2017,1.56,482965,308842,791807
07/14/2017,1.46,785659,538406,1324065
07/17/2017,1.57,602292,384656,986948
07/18/2017,1.38,532444,386115,918559
07/19/2017,1.4,746157,534340,1280497
07/20/2017,1.3,739714,567402,1307116
07/21/2017,1.82,699592,384791,1084383
07/24/2017,1.81,471174,261011,732185
07/25/2017,1.33,565869,426301,992170
07/26/2017,1.67,691506,415303,1106809
07/27/2017,2.14,697566,326165,1023731
07/28/2017,2.36,691058,293024,984082
07/31/2017,1.99,647074,325468,972542
08/01/2017,1.58,559228,354031,913259
08/02/2017,2.21,649634,294002,943636
08/03/2017,2.39,531829,222316,754145
08/04/2017,1.94,828456,427554,1256010
08/07/2017,1.89,538590,284350,822940
08/08/2017,2.06,690644,335964,1026608
08/09/2017,2.44,862767,353820,1216587
08/10/2017,2.08,1073599,516930,1590529
08/11/2017,2.69,1049749,390239,1439988
08/14/2017,1.99,823266,414452,1237718
08/15/2017,2.16,722311,334475,1056786
08/16/2017,2.24,1192888,532598,1725486
08/17/2017,2.06,1054483,510933,1565416
08/18/2017,2.1,1162029,552924,1714953
08/21/2017,2.12,725690,342719,1068409
08/22/2017,1.88,857787,456093,1313880
08/23/2017,1.84,655922,356924,1012846
08/24/2017,1.95,513840,263376,777216
08/25/2017,2.16,709137,327701,1036838
08/28/2017,1.81,622412,343134,965546
08/29/2017,1.62,567180,350939,918119
08/30/2017,1.62,653784,402514,1056298
08/31/2017,1.65,856740,517723,1374463
09/01/2017,1.9,724759,380948,1105707
09/05/2017,2.31,1011373,437992,1449365
09/06/2017,1.78,683855,383210,1067065
09/07/2017,2.3,590174,256829,847003
09/08/2017,2.41,821474,340329,1161803
09/11/2017,1.43,933755,653848,1587603
09/12/2017,1.33,863620,647210,1510830
09/13/2017,1.99,693229,348735,1041964
09/14/2017,1.66,835002,503364,1338366
09/15/2017,2.46,964035,392542,1356577
09/18/2017,1.49,807712,542949,1350661
09/19/2017,1.32,550516,416407,966923
09/20/2017,1.92,916566,477093,1393659
09/21/2017,1.65,582011,352402,934413
09/22/2017,2.44,641504,263407,904911
09/25/2017,1.82,751545,413473,1165018
09/26/2017,2.09,549677,263026,812703
09/27/2017,1.7,852118,500383,1352501
09/28/2017,1.3,551676,423225,974901
09/29/2017,1.82,894140,490423,1384563
10/02/2017,1.4,946701,675340,1622041
10/03/2017,1.2,602854,501649,1104503
10/04/2017,1.52,964091,632480,1596571
10/05/2017,1.22,950578,781356,1731934
10/06/2017,1.44,777813,541087,1318900
10/09/2017,2.35,656268,278778,935046
10/10/2017,1.34,578450,430534,1008984
10/11/2017,2.43,636854,262117,898971
10/12/2017,1.79,738302,411318,1149620
10/13/2017,2.08,695023,334065,1029088
10/16/2017,2.02,819675,406586,1226261
10/17/2017,1.42,582569,411313,993882
10/18/2017,1.54,765250,496859,1262109
10/19/2017,1.62,724608,447685,1172293
10/20/2017,1.55,1060647,684225,1744872
10/23/2017,1.75,859774,492630,1352404
10/24/2017,1.91,593744,311059,904803
10/25/2017,2.48,1153156,464898,1618054
10/26/2017,2.17,562696,258813,821509
10/27/2017,1.41,897620,638577,1536197
10/30/2017,1.76,748411,424083,1172494
10/31/2017,2.11,590975,279462,870437
11/01/2017,1.56,817521,523026,1340547
11/02/2017,1.84,630121,341693,971814
11/03/2017,1.82,958149,525312,1483461
11/06/2017,1.62,750336,462072,1212408
11/07/2017,1.67,858530,514702,1373232
11/08/2017,2.19,660170,301795,961965
11/09/2017,1.85,1077622,582788,1660410
11/10/2017,2.72,1043011,384029,1427040
11/13/2017,1.75,716253,408968,1125221
11/14/2017,1.86,833229,448081,1281310
11/15/2017,1.87,1053335,562874,1616209
11/16/2017,1.74,868773,500096,1368869
11/17/2017,1.96,971703,497022,1468725
11/20/2017,1.67,786218,469827,1256045
11/21/2017,1.21,974216,806929,1781145
11/22/2017,2.34,848791,362526,1211317
11/24/2017,2.1,503984,240369,744353
11/27/2017,1.63,853782,524440,1378222
11/28/2017,1.13,896144,791688,1687832
11/29/2017,1.38,942999,685695,1628694
11/30/2017,1.21,1236713,1020031,2256744
12/01/2017,1.76,1302462,740523,2042985
12/04/2017,1.42,898105,632838,1530943
12/05/2017,1.95,726759,372660,1099419
12/06/2017,1.55,723508,467575,1191083
12/07/2017,1.84,698221,378711,1076932
12/08/2017,1.53,874263,572800,1447063
12/11/2017,1.47,695423,472622,1168045
12/12/2017,1.32,866768,655644,1522412
12/13/2017,1.42,772813,546037,1318850
12/14/2017,1.46,949392,650619,1600011
12/15/2017,1.57,994590,632796,1627386
12/18/2017,1.35,826839,611705,1438544
12/19/2017,1.74,759582,436778,1196360
12/20/2017,1.88,766678,408881,1175559
12/21/2017,1.51,596555,394214,990769
12/22/2017,2.08,662999,318471,981470
12/26/2017,1.63,488855,299722,788577
12/27/2017,1.92,582769,304255,887024
12/28/2017,2.22,604918,272071,876989
12/29/2017,2.37,903661,381347,1285008
01/02/2018,2.12,799064,376884,1175948
01/03/2018,1.24,840038,675053,1515091
01/04/2018,1.09,792958,729025,1521983
01/05/2018,1.76,1045724,593766,1639490
01/08/2018,1.5,794383,529919,1324302
01/09/2018,1.42,759514,534417,1293931
01/10/2018,2.07,789930,382186,1172116
01/11/2018,1.09,825862,759683,1585545
01/12/2018,1.34,1104737,823837,1928574
01/16/2018,1.31,1160649,886625,2047274
01/17/2018,1.4,1338760,956158,2294918
01/18/2018,1.32,947911,718644,1666555
01/19/2018,1.89,820149,432919,1253068
01/22/2018,1.52,882008,580181,1462189
01/23/2018,0.92,816606,884634,1701240
01/24/2018,1.36,935659,690379,1626038
01/25/2018,1.72,675912,392903,1068815
01/26/2018,1.44,1058747,735453,1794200
01/29/2018,1.33,897493,675266,1572759
01/30/2018,1.44,878687,609918,1488605
01/31/2018,1.53,811480,530360,1341840
02/01/2018,1.81,754347,416477,1170824
02/02/2018,2.26,1483142,656424,2139566
02/05/2018,2.75,1969851,715659,2685510
02/06/2018,2.7,2011137,743578,2754715
02/07/2018,1.96,1230465,628735,1859200
02/08/2018,2.36,1344164,568891,1913055
02/09/2018,2.49,2288531,919911,3208442
02/12/2018,1.83,1179247,645594,1824841
02/13/2018,1.91,1031071,540073,1571144
02/14/2018,1.63,1201544,738441,1939985
02/15/2018,1.3,985434,758652,1744086
02/16/2018,1.41,1144853,812957,1957810
02/20/2018,2.13,762640,358299,1120939
02/21/2018,1.84,839477,456663,1296140
02/22/2018,1.8,716435,398735,1115170
02/23/2018,1.55,992868,640271,1633139
02/26/2018,1.37,976437,711861,1688298
02/27/2018,1.54,972734,630690,1603424
02/28/2018,1.86,877830,472718,1350548
03/01/2018,2.14,1261248,589068,1850316
03/02/2018,2.08,1128133,542600,1670733
03/05/2018,1.69,970195,574357,1544552
03/06/2018,1.53,575035,375984,951019
03/07/2018,2.08,767863,369752,1137615
03/08/2018,1.22,485154,399281,884435
03/09/2018,1.12,1161684,1036415,2198099
03/12/2018,1.31,854255,653248,1507503
03/13/2018,1.35,771894,570578,1342472
03/14/2018,1.48,856201,580017,1436218
03/15/2018,1.34,766891,571923,1338814
03/16/2018,1.61,901433,558501,1459934
03/19/2018,1.87,1123001,599689,1722690
03/20/2018,1.25,653360,522093,1175453
03/21/2018,2.53,896072,354300,1250372
03/22/2018,1.86,1202293,645380,1847673
03/23/2018,2.48,1539241,620767,2160008
03/26/2018,1.98,1163020,586634,1749654
03/27/2018,1.6,943784,590962,1534746
03/28/2018,1.83,1195756,654428,1850184
03/29/2018,1.38,1086833,788682,1875515
04/02/2018,1.75,1116063,639014,1755077
04/03/2018,1.44,812646,563304,1375950
04/04/2018,1.75,788596,450427,1239023
04/05/2018,1.58,737680,466504,1204184
04/06/2018,1.5,1062749,706817,1769566
04/09/2018,1.5,804803,535384,1340187
04/10/2018,1.52,649448,427279,1076727
04/11/2018,1.85,935232,505331,1440563
