Cboe Volume and Put/Call Ratio data is provided for informational purposes only. The volume data reflected below may be based upon preliminary reported volume rather than cleared volume. Cboe makes no guarantee as to the accuracy of the data. Your use of Cboe Volume and Put/Call Ratio data is subject to the�Terms and Conditions�of the Cboe Websites.,,,,
Date,SPX Put/Call Ratio,SPX Put Volume,SPX Call Volume,Total SPX Options Volume
04/12/2018,1.54,780870,506619,1287489
04/13/2018,1.49,892193,600303,1492496
04/16/2018,1.55,878464,565562,1444026
04/17/2018,1.42,1073194,753846,1827040
04/18/2018,2.06,1037892,503376,1541268
04/19/2018,1.43,799485,560828,1360313
04/20/2018,1.66,722796,436509,1159305
04/23/2018,1.89,511360,270126,781486
04/24/2018,1.78,955440,535690,1491130
04/25/2018,1.68,875231,521398,1396629
04/26/2018,1.56,619585,397478,1017063
04/27/2018,1.91,620534,324113,944647
04/30/2018,1.67,691854,415395,1107249
05/01/2018,1.7,699109,410445,1109554
05/02/2018,1.43,650767,453831,1104598
05/03/2018,1.4,967414,693412,1660826
05/04/2018,1.63,837895,514052,1351947
05/07/2018,1.58,603369,381758,985127
05/08/2018,1.51,526314,349675,875989
05/09/2018,1.26,809256,640226,1449482
05/10/2018,1.15,798856,696364,1495220
05/11/2018,1.47,1009552,688592,1698144
05/14/2018,1.38,761317,551736,1313053
05/15/2018,1.73,770581,444602,1215183
05/16/2018,2.05,708504,345178,1053682
05/17/2018,1.35,680775,504848,1185623
05/18/2018,1.98,620697,313403,934100
05/21/2018,1.4,604472,430695,1035167
05/22/2018,1.33,593626,446708,1040334
05/23/2018,1.45,712760,491969,1204729
05/24/2018,1.63,660801,406070,1066871
05/25/2018,2.08,643957,309718,953675
05/29/2018,1.81,948417,523081,1471498
05/30/2018,1.65,700407,423961,1124368
05/31/2018,1.67,767494,458691,1226185
06/01/2018,1.88,686338,365447,1051785
06/04/2018,1.48,585998,394710,980708
06/05/2018,1.66,535001,322133,857134
06/06/2018,1.44,805272,557578,1362850
06/07/2018,1.45,851845,585501,1437346
06/08/2018,1.67,638272,382148,1020420
06/11/2018,1.17,738143,633025,1371168
06/12/2018,1.28,723986,566824,1290810
06/13/2018,1.19,611733,516217,1127950
06/14/2018,1.33,689652,517171,1206823
06/15/2018,1.96,934419,477667,1412086
06/18/2018,1.6,817830,511002,1328832
06/19/2018,1.81,625357,345095,970452
06/20/2018,2.08,880493,423247,1303740
06/21/2018,1.68,673259,399571,1072830
06/22/2018,2.08,701741,337572,1039313
06/25/2018,2.12,1108333,521850,1630183
06/26/2018,1.8,677027,375196,1052223
06/27/2018,1.64,811144,496108,1307252
06/28/2018,1.5,773330,515222,1288552
06/29/2018,2.21,823009,371571,1194580
07/02/2018,1.44,585908,406036,991944
07/03/2018,1.96,472693,241735,714428
07/05/2018,1.69,591108,350150,941258
07/06/2018,1.76,751835,427387,1179222
07/09/2018,1.56,898448,574253,1472701
07/10/2018,1.56,766875,490965,1257840
07/11/2018,1.71,566391,330573,896964
07/12/2018,1.25,710539,570372,1280911
07/13/2018,1.37,773783,564789,1338572
07/16/2018,1.94,745331,383830,1129161
07/17/2018,1.38,721855,521409,1243264
07/18/2018,1.47,783009,532857,1315866
07/19/2018,1.57,809378,514749,1324127
07/20/2018,2.18,752391,345161,1097552
07/23/2018,1.96,595709,304301,900010
07/24/2018,1.44,712585,495036,1207621
07/25/2018,1.22,740332,606454,1346786
07/26/2018,0.93,602570,648209,1250779
07/27/2018,1.93,864002,447861,1311863
07/30/2018,1.88,769213,410067,1179280
07/31/2018,1.63,660411,406208,1066619
08/01/2018,2.02,595156,294939,890095
08/02/2018,2.15,652397,302783,955180
08/03/2018,1.87,806920,431802,1238722
08/06/2018,1.35,674792,498547,1173339
08/07/2018,1.31,723377,553966,1277343
08/08/2018,1.33,675478,507557,1183035
08/09/2018,1.32,539537,408203,947740
08/10/2018,2.17,1147389,529133,1676522
08/13/2018,2.64,855407,324419,1179826
08/14/2018,2.48,561619,226665,788284
08/15/2018,1.79,1167242,651957,1819199
08/16/2018,1.8,852294,472884,1325178
08/17/2018,1.81,917607,507785,1425392
08/20/2018,1.81,710757,392048,1102805
08/21/2018,1.15,740613,646478,1387091
08/22/2018,1.54,771386,501062,1272448
08/23/2018,1.36,547123,401335,948458
08/24/2018,2.09,843236,404369,1247605
08/27/2018,0.99,918061,929068,1847129
08/28/2018,1.2,824289,684526,1508815
08/29/2018,0.91,746036,818314,1564350
08/30/2018,1.29,839475,652559,1492034
08/31/2018,1.77,825737,467044,1292781
09/04/2018,1.56,726764,464471,1191235
09/05/2018,1.57,801461,510339,1311800
09/06/2018,1.87,882000,470926,1352926
09/07/2018,2.27,954079,420920,1374999
09/10/2018,2.47,754604,305972,1060576
09/11/2018,1.8,669694,372674,1042368
09/12/2018,1.83,761583,416703,1178286
09/13/2018,1.78,812965,456312,1269277
09/14/2018,1.73,870404,502949,1373353
09/17/2018,1.75,802554,458078,1260632
09/18/2018,1.6,703649,440351,1144000
09/19/2018,2.39,838593,350423,1189016
09/20/2018,1.6,1337539,837461,2175000
09/21/2018,1.68,1067725,635802,1703527
09/24/2018,1.89,864249,457220,1321469
09/25/2018,2.04,589966,289385,879351
09/26/2018,1.71,688739,403422,1092161
09/27/2018,2.22,885386,398439,1283825
09/28/2018,2.13,958057,450217,1408274
10/01/2018,1.65,728253,441363,1169616
10/02/2018,1.96,513930,262294,776224
10/03/2018,1.63,711395,437193,1148588
10/04/2018,2.11,1192188,565056,1757244
10/05/2018,2.17,1131250,521446,1652696
10/08/2018,1.75,999583,571215,1570798
10/09/2018,1.88,628969,334930,963899
10/10/2018,1.9,1777815,935724,2713539
10/11/2018,2.46,2104206,855703,2959909
10/12/2018,2.12,1600828,755451,2356279
10/15/2018,1.63,1013876,621066,1634942
10/16/2018,1.57,1114539,711315,1825854
10/17/2018,2.24,1193254,533186,1726440
10/18/2018,1.74,1111645,637704,1749349
10/19/2018,1.8,1031211,573326,1604537
10/22/2018,1.74,881179,506505,1387684
10/23/2018,1.45,1237681,851376,2089057
10/24/2018,1.86,1227405,659025,1886430
10/25/2018,1.42,1326761,935466,2262227
10/26/2018,2.21,1638137,740093,2378230
10/29/2018,1.81,1213345,671916,1885261
10/30/2018,1.66,1217530,733579,1951109
10/31/2018,1.33,1048745,785929,1834674
11/01/2018,1.43,766330,537508,1303838
11/02/2018,1.34,856235,636990,1493225
11/05/2018,1.63,811866,499118,1310984
11/06/2018,1.29,666501,516499,1183000
11/07/2018,1.44,1259483,877256,2136739
11/08/2018,1.52,782174,513240,1295414
11/09/2018,1.44,911437,632990,1544427
11/12/2018,1.41,885809,629948,1515757
11/13/2018,1.41,907955,644034,1551989
11/14/2018,1.91,1073694,563222,1636916
11/15/2018,1.42,1061706,745796,1807502
11/16/2018,1.43,948055,664824,1612879
11/19/2018,1.47,870832,592235,1463067
11/20/2018,1.25,1058543,845331,1903874
11/21/2018,1.85,996592,538004,1534596
11/23/2018,1.69,641715,380802,1022517
11/26/2018,1.57,1148375,730560,1878935
11/27/2018,1.4,772566,550275,1322841
11/28/2018,1.18,950968,809169,1760137
11/29/2018,1.18,771575,653760,1425335
11/30/2018,1.09,978527,896879,1875406
12/03/2018,1.46,915618,626448,1542066
12/04/2018,1.57,1343879,855466,2199345
12/06/2018,1.77,1321158,745576,2066734
12/07/2018,1.9,1383416,727325,2110741
12/10/2018,1.38,1310756,952035,2262791
12/11/2018,1.49,865877,582103,1447980
12/12/2018,1.51,1061216,704798,1766014
12/13/2018,1.36,740537,544910,1285447
12/14/2018,1.7,1285705,757496,2043201
12/17/2018,1.82,1389444,762469,2151913
12/18/2018,1.61,1237985,766691,2004676
12/19/2018,1.89,1723252,909543,2632795
12/20/2018,2.04,1973115,966684,2939799
12/21/2018,2.06,1730160,841424,2571584
12/24/2018,1.9,1233797,651066,1884863
12/26/2018,1.77,1485004,840229,2325233
12/27/2018,1.25,1108632,889621,1998253
12/28/2018,1.28,1029718,806581,1836299
12/31/2018,1.34,931812,697301,1629113
01/02/2019,1.57,1166433,742831,1909264
01/03/2019,1.75,966551,551831,1518382
01/04/2019,1.43,1105177,775459,1880636
01/07/2019,1.62,756053,465318,1221371
01/08/2019,1.59,897810,566393,1464203
01/09/2019,1.39,792543,570474,1363017
01/10/2019,1.62,850812,525459,1376271
01/11/2019,1.74,1042203,598834,1641037
01/14/2019,1.56,604569,387326,991895
01/15/2019,1.55,906510,584332,1490842
01/16/2019,1.82,1038265,570177,1608442
01/17/2019,1.29,718279,557944,1276223
01/18/2019,1.37,1169947,856156,2026103
01/22/2019,1.47,834397,568522,1402919
01/23/2019,1.9,674880,354380,1029260
01/24/2019,1.84,520523,283621,804144
01/25/2019,1.23,661276,536833,1198109
01/28/2019,1.64,676850,413741,1090591
01/29/2019,1.81,431359,238176,669535
01/30/2019,1.29,693251,539373,1232624
01/31/2019,1.29,801481,621764,1423245
02/01/2019,1.87,1010246,540647,1550893
02/04/2019,1.52,559798,367489,927287
02/05/2019,1.48,660039,447280,1107319
02/06/2019,1.72,770362,447716,1218078
02/07/2019,1.62,828900,513148,1342048
02/08/2019,2.26,834624,370096,1204720
02/11/2019,1.44,589251,410103,999354
